,Date,DISTRICT,Weather Condition
19237,2020-07-24,Sarlahi,Rainy
19238,2020-07-25,Sarlahi,Rainy
19239,2020-07-26,Sarlahi,Rainy
19240,2020-07-27,Sarlahi,Rainy
19241,2020-07-28,Sarlahi,Rainy
19242,2020-07-29,Sarlahi,Rainy
19243,2020-07-30,Sarlahi,Rainy
19244,2020-07-31,Sarlahi,Rainy
19245,2020-08-01,Sarlahi,Rainy
19246,2020-08-02,Sarlahi,Rainy
19247,2020-08-03,Sarlahi,Rainy
19248,2020-08-04,Sarlahi,Rainy
19249,2020-08-05,Sarlahi,Rainy
19250,2020-08-06,Sarlahi,Rainy
19251,2020-08-07,Sarlahi,Rainy
19252,2020-08-08,Sarlahi,Rainy
19253,2020-08-09,Sarlahi,Rainy
19254,2020-08-10,Sarlahi,Rainy
19255,2020-08-11,Sarlahi,Rainy
19256,2020-08-12,Sarlahi,Rainy
19257,2020-08-13,Sarlahi,Rainy
19258,2020-08-14,Sarlahi,Rainy
19259,2020-08-15,Sarlahi,Rainy
19260,2020-08-16,Sarlahi,Rainy
19261,2020-08-17,Sarlahi,Rainy
19262,2020-08-18,Sarlahi,Rainy
19263,2020-08-19,Sarlahi,Rainy
19264,2020-08-20,Sarlahi,Rainy
19265,2020-08-21,Sarlahi,Rainy
19266,2020-08-22,Sarlahi,Rainy
19267,2020-08-23,Sarlahi,Rainy
19268,2020-08-24,Sarlahi,Rainy
19269,2020-08-25,Sarlahi,Rainy
19270,2020-08-26,Sarlahi,Rainy
19271,2020-08-27,Sarlahi,Rainy
19272,2020-08-28,Sarlahi,Rainy
19273,2020-08-29,Sarlahi,Rainy
19274,2020-08-30,Sarlahi,Rainy
19275,2020-08-31,Sarlahi,Rainy
19276,2020-09-01,Sarlahi,Rainy
19277,2020-09-02,Sarlahi,Rainy
19278,2020-09-03,Sarlahi,Rainy
19279,2020-09-04,Sarlahi,Rainy
19280,2020-09-05,Sarlahi,Rainy
19281,2020-09-06,Sarlahi,Rainy
19282,2020-09-07,Sarlahi,Rainy
19283,2020-09-08,Sarlahi,Rainy
19284,2020-09-09,Sarlahi,Rainy
19285,2020-09-10,Sarlahi,Rainy
19286,2020-09-11,Sarlahi,Rainy
19287,2020-09-12,Sarlahi,Rainy
19288,2020-09-13,Sarlahi,Rainy
19289,2020-09-14,Sarlahi,Rainy
19290,2020-09-15,Sarlahi,Rainy
19291,2020-09-16,Sarlahi,Rainy
19292,2020-09-17,Sarlahi,Rainy
19293,2020-09-18,Sarlahi,Rainy
19294,2020-09-19,Sarlahi,Cloudy
19295,2020-09-20,Sarlahi,Rainy
19296,2020-09-21,Sarlahi,Cloudy
19297,2020-09-22,Sarlahi,Cloudy
19298,2020-09-23,Sarlahi,Cloudy
19299,2020-09-24,Sarlahi,Cloudy
19300,2020-09-25,Sarlahi,Cloudy
19301,2020-09-26,Sarlahi,Cloudy
19302,2020-09-27,Sarlahi,Cloudy
19303,2020-09-28,Sarlahi,Cloudy
19304,2020-09-29,Sarlahi,Cloudy
19305,2020-09-30,Sarlahi,Cloudy
19306,2020-10-01,Sarlahi,Cloudy
19307,2020-10-02,Sarlahi,Cloudy
19308,2020-10-03,Sarlahi,Cloudy
19309,2020-10-04,Sarlahi,Cloudy
19310,2020-10-05,Sarlahi,Cloudy
19311,2020-10-06,Sarlahi,Cloudy
19312,2020-10-07,Sarlahi,Cloudy
19313,2020-10-08,Sarlahi,Cloudy
19314,2020-10-09,Sarlahi,Cloudy
19315,2020-10-10,Sarlahi,Clear
19316,2020-10-11,Sarlahi,Clear
19317,2020-10-12,Sarlahi,Clear
19318,2020-10-13,Sarlahi,Clear
19319,2020-10-14,Sarlahi,Clear
19320,2020-10-15,Sarlahi,Clear
19321,2020-10-16,Sarlahi,Clear
19322,2020-10-17,Sarlahi,Clear
19323,2020-10-18,Sarlahi,Clear
19324,2020-10-19,Sarlahi,Clear
19325,2020-10-20,Sarlahi,Clear
19326,2020-10-21,Sarlahi,Clear
19327,2020-10-22,Sarlahi,Clear
19328,2020-10-23,Sarlahi,Clear
19329,2020-10-24,Sarlahi,Clear
19330,2020-10-25,Sarlahi,Clear
19331,2020-10-26,Sarlahi,Clear
19332,2020-10-27,Sarlahi,Clear
19333,2020-10-28,Sarlahi,Clear
19334,2020-10-29,Sarlahi,Clear
19335,2020-10-30,Sarlahi,Clear
19336,2020-10-31,Sarlahi,Clear
19337,2020-11-01,Sarlahi,Clear
19338,2020-11-02,Sarlahi,Clear
19339,2020-11-03,Sarlahi,Clear
19340,2020-11-04,Sarlahi,Clear
19341,2020-11-05,Sarlahi,Clear
19342,2020-11-06,Sarlahi,Clear
19343,2020-11-07,Sarlahi,Clear
19344,2020-11-08,Sarlahi,Clear
19345,2020-11-09,Sarlahi,Clear
19346,2020-11-10,Sarlahi,Clear
19347,2020-11-11,Sarlahi,Clear
19348,2020-11-12,Sarlahi,Clear
19349,2020-11-13,Sarlahi,Clear
19350,2020-11-14,Sarlahi,Clear
19351,2020-11-15,Sarlahi,Clear
19352,2020-11-16,Sarlahi,Clear
19353,2020-11-17,Sarlahi,Clear
19354,2020-11-18,Sarlahi,Clear
19355,2020-11-19,Sarlahi,Clear
19356,2020-11-20,Sarlahi,Clear
19357,2020-11-21,Sarlahi,Clear
19358,2020-11-22,Sarlahi,Clear
19359,2020-11-23,Sarlahi,Clear
19360,2020-11-24,Sarlahi,Clear
19361,2020-11-25,Sarlahi,Clear
19362,2020-11-26,Sarlahi,Clear
19363,2020-11-27,Sarlahi,Clear
19364,2020-11-28,Sarlahi,Clear
19365,2020-11-29,Sarlahi,Clear
19366,2020-11-30,Sarlahi,Clear
19367,2020-12-01,Sarlahi,Clear
19368,2020-12-02,Sarlahi,Clear
19369,2020-12-03,Sarlahi,Clear
19370,2020-12-04,Sarlahi,Clear
19371,2020-12-05,Sarlahi,Clear
19372,2020-12-06,Sarlahi,Clear
19373,2020-12-07,Sarlahi,Clear
19374,2020-12-08,Sarlahi,Clear
19375,2020-12-09,Sarlahi,Clear
19376,2020-12-10,Sarlahi,Clear
19377,2020-12-11,Sarlahi,Clear
19378,2020-12-12,Sarlahi,Clear
19379,2020-12-13,Sarlahi,Clear
19380,2020-12-14,Sarlahi,Clear
19381,2020-12-15,Sarlahi,Clear
19382,2020-12-16,Sarlahi,Clear
19383,2020-12-17,Sarlahi,Clear
19384,2020-12-18,Sarlahi,Clear
19385,2020-12-19,Sarlahi,Clear
19386,2020-12-20,Sarlahi,Clear
19387,2020-12-21,Sarlahi,Clear
19388,2020-12-22,Sarlahi,Clear
19389,2020-12-23,Sarlahi,Clear
19390,2020-12-24,Sarlahi,Clear
19391,2020-12-25,Sarlahi,Clear
19392,2020-12-26,Sarlahi,Clear
19393,2020-12-27,Sarlahi,Clear
19394,2020-12-28,Sarlahi,Clear
19395,2020-12-29,Sarlahi,Clear
19396,2020-12-30,Sarlahi,Clear
19397,2020-12-31,Sarlahi,Clear
19398,2020-01-01,Sindhuli,Clear
19399,2020-01-02,Sindhuli,Clear
19400,2020-01-03,Sindhuli,Clear
19401,2020-01-04,Sindhuli,Clear
19402,2020-01-05,Sindhuli,Clear
19403,2020-01-06,Sindhuli,Clear
19404,2020-01-07,Sindhuli,Clear
19405,2020-01-08,Sindhuli,Clear
19406,2020-01-09,Sindhuli,Clear
19407,2020-01-10,Sindhuli,Clear
19408,2020-01-11,Sindhuli,Clear
19409,2020-01-12,Sindhuli,Clear
19410,2020-01-13,Sindhuli,Clear
19411,2020-01-14,Sindhuli,Clear
19412,2020-01-15,Sindhuli,Clear
19413,2020-01-16,Sindhuli,Clear
19414,2020-01-17,Sindhuli,Clear
19415,2020-01-18,Sindhuli,Clear
19416,2020-01-19,Sindhuli,Clear
19417,2020-01-20,Sindhuli,Clear
19418,2020-01-21,Sindhuli,Clear
19419,2020-01-22,Sindhuli,Clear
19420,2020-01-23,Sindhuli,Clear
19421,2020-01-24,Sindhuli,Clear
19422,2020-01-25,Sindhuli,Clear
19423,2020-01-26,Sindhuli,Clear
19424,2020-01-27,Sindhuli,Clear
19425,2020-01-28,Sindhuli,Clear
19426,2020-01-29,Sindhuli,Clear
19427,2020-01-30,Sindhuli,Clear
19428,2020-01-31,Sindhuli,Clear
19429,2020-02-01,Sindhuli,Clear
19430,2020-02-02,Sindhuli,Clear
19431,2020-02-03,Sindhuli,Clear
19432,2020-02-04,Sindhuli,Clear
19433,2020-02-05,Sindhuli,Clear
19434,2020-02-06,Sindhuli,Clear
19435,2020-02-07,Sindhuli,Clear
19436,2020-02-08,Sindhuli,Clear
19437,2020-02-09,Sindhuli,Clear
19438,2020-02-10,Sindhuli,Clear
19439,2020-02-11,Sindhuli,Clear
19440,2020-02-12,Sindhuli,Clear
19441,2020-02-13,Sindhuli,Clear
19442,2020-02-14,Sindhuli,Clear
19443,2020-02-15,Sindhuli,Clear
19444,2020-02-16,Sindhuli,Clear
19445,2020-02-17,Sindhuli,Clear
19446,2020-02-18,Sindhuli,Clear
19447,2020-02-19,Sindhuli,Clear
19448,2020-02-20,Sindhuli,Clear
19449,2020-02-21,Sindhuli,Clear
19450,2020-02-22,Sindhuli,Clear
19451,2020-02-23,Sindhuli,Clear
19452,2020-02-24,Sindhuli,Clear
19453,2020-02-25,Sindhuli,Clear
19454,2020-02-26,Sindhuli,Clear
19455,2020-02-27,Sindhuli,Clear
19456,2020-02-28,Sindhuli,Clear
19457,2020-02-29,Sindhuli,Clear
19458,2020-03-01,Sindhuli,Clear
19459,2020-03-02,Sindhuli,Clear
19460,2020-03-03,Sindhuli,Clear
19461,2020-03-04,Sindhuli,Clear
19462,2020-03-05,Sindhuli,Clear
19463,2020-03-06,Sindhuli,Clear
19464,2020-03-07,Sindhuli,Clear
19465,2020-03-08,Sindhuli,Clear
19466,2020-03-09,Sindhuli,Clear
19467,2020-03-10,Sindhuli,Clear
19468,2020-03-11,Sindhuli,Clear
19469,2020-03-12,Sindhuli,Clear
19470,2020-03-13,Sindhuli,Clear
19471,2020-03-14,Sindhuli,Clear
19472,2020-03-15,Sindhuli,Clear
19473,2020-03-16,Sindhuli,Clear
19474,2020-03-17,Sindhuli,Clear
19475,2020-03-18,Sindhuli,Clear
19476,2020-03-19,Sindhuli,Clear
19477,2020-03-20,Sindhuli,Clear
19478,2020-03-21,Sindhuli,Clear
19479,2020-03-22,Sindhuli,Clear
19480,2020-03-23,Sindhuli,Clear
19481,2020-03-24,Sindhuli,Clear
19482,2020-03-25,Sindhuli,Clear
19483,2020-03-26,Sindhuli,Clear
19484,2020-03-27,Sindhuli,Clear
19485,2020-03-28,Sindhuli,Clear
19486,2020-03-29,Sindhuli,Clear
19487,2020-03-30,Sindhuli,Clear
19488,2020-03-31,Sindhuli,Clear
19489,2020-04-01,Sindhuli,Clear
19490,2020-04-02,Sindhuli,Clear
19491,2020-04-03,Sindhuli,Clear
19492,2020-04-04,Sindhuli,Clear
19493,2020-04-05,Sindhuli,Clear
19494,2020-04-06,Sindhuli,Clear
19495,2020-04-07,Sindhuli,Clear
19496,2020-04-08,Sindhuli,Clear
19497,2020-04-09,Sindhuli,Clear
19498,2020-04-10,Sindhuli,Clear
19499,2020-04-11,Sindhuli,Clear
19500,2020-04-12,Sindhuli,Clear
19501,2020-04-13,Sindhuli,Clear
19502,2020-04-14,Sindhuli,Clear
19503,2020-04-15,Sindhuli,Clear
19504,2020-04-16,Sindhuli,Clear
19505,2020-04-17,Sindhuli,Clear
19506,2020-04-18,Sindhuli,Clear
19507,2020-04-19,Sindhuli,Clear
19508,2020-04-20,Sindhuli,Clear
19509,2020-04-21,Sindhuli,Clear
19510,2020-04-22,Sindhuli,Clear
19511,2020-04-23,Sindhuli,Clear
19512,2020-04-24,Sindhuli,Clear
19513,2020-04-25,Sindhuli,Clear
19514,2020-04-26,Sindhuli,Clear
19515,2020-04-27,Sindhuli,Clear
19516,2020-04-28,Sindhuli,Clear
19517,2020-04-29,Sindhuli,Clear
19518,2020-04-30,Sindhuli,Clear
19519,2020-05-01,Sindhuli,Clear
19520,2020-05-02,Sindhuli,Clear
19521,2020-05-03,Sindhuli,Clear
19522,2020-05-04,Sindhuli,Clear
19523,2020-05-05,Sindhuli,Clear
19524,2020-05-06,Sindhuli,Clear
19525,2020-05-07,Sindhuli,Clear
19526,2020-05-08,Sindhuli,Clear
19527,2020-05-09,Sindhuli,Clear
19528,2020-05-10,Sindhuli,Clear
19529,2020-05-11,Sindhuli,Clear
19530,2020-05-12,Sindhuli,Clear
19531,2020-05-13,Sindhuli,Clear
19532,2020-05-14,Sindhuli,Clear
19533,2020-05-15,Sindhuli,Clear
19534,2020-05-16,Sindhuli,Clear
19535,2020-05-17,Sindhuli,Clear
19536,2020-05-18,Sindhuli,Clear
19537,2020-05-19,Sindhuli,Clear
19538,2020-05-20,Sindhuli,Clear
19539,2020-05-21,Sindhuli,Clear
19540,2020-05-22,Sindhuli,Clear
19541,2020-05-23,Sindhuli,Clear
19542,2020-05-24,Sindhuli,Clear
19543,2020-05-25,Sindhuli,Clear
19544,2020-05-26,Sindhuli,Clear
19545,2020-05-27,Sindhuli,Clear
19546,2020-05-28,Sindhuli,Clear
19547,2020-05-29,Sindhuli,Clear
19548,2020-05-30,Sindhuli,Clear
19549,2020-05-31,Sindhuli,Clear
19550,2020-06-01,Sindhuli,Clear
19551,2020-06-02,Sindhuli,Clear
19552,2020-06-03,Sindhuli,Clear
19553,2020-06-04,Sindhuli,Clear
19554,2020-06-05,Sindhuli,Clear
19555,2020-06-06,Sindhuli,Clear
19556,2020-06-07,Sindhuli,Clear
19557,2020-06-08,Sindhuli,Clear
19558,2020-06-09,Sindhuli,Clear
19559,2020-06-10,Sindhuli,Clear
19560,2020-06-11,Sindhuli,Clear
19561,2020-06-12,Sindhuli,Clear
19562,2020-06-13,Sindhuli,Clear
19563,2020-06-14,Sindhuli,Clear
19564,2020-06-15,Sindhuli,Rainy
19565,2020-06-16,Sindhuli,Rainy
19566,2020-06-17,Sindhuli,Clear
19567,2020-06-18,Sindhuli,Rainy
19568,2020-06-19,Sindhuli,Rainy
19569,2020-06-20,Sindhuli,Rainy
19570,2020-06-21,Sindhuli,Rainy
19571,2020-06-22,Sindhuli,Rainy
19572,2020-06-23,Sindhuli,Rainy
19573,2020-06-24,Sindhuli,Rainy
19574,2020-06-25,Sindhuli,Rainy
19575,2020-06-26,Sindhuli,Rainy
19576,2020-06-27,Sindhuli,Rainy
19577,2020-06-28,Sindhuli,Rainy
19578,2020-06-29,Sindhuli,Rainy
19579,2020-06-30,Sindhuli,Rainy
19580,2020-07-01,Sindhuli,Rainy
19581,2020-07-02,Sindhuli,Rainy
19582,2020-07-03,Sindhuli,Rainy
19583,2020-07-04,Sindhuli,Rainy
19584,2020-07-05,Sindhuli,Rainy
19585,2020-07-06,Sindhuli,Rainy
19586,2020-07-07,Sindhuli,Rainy
19587,2020-07-08,Sindhuli,Rainy
19588,2020-07-09,Sindhuli,Rainy
19589,2020-07-10,Sindhuli,Rainy
19590,2020-07-11,Sindhuli,Rainy
19591,2020-07-12,Sindhuli,Rainy
19592,2020-07-13,Sindhuli,Rainy
19593,2020-07-14,Sindhuli,Rainy
19594,2020-07-15,Sindhuli,Rainy
19595,2020-07-16,Sindhuli,Rainy
19596,2020-07-17,Sindhuli,Rainy
19597,2020-07-18,Sindhuli,Rainy
19598,2020-07-19,Sindhuli,Rainy
19599,2020-07-20,Sindhuli,Rainy
19600,2020-07-21,Sindhuli,Rainy
19601,2020-07-22,Sindhuli,Rainy
19602,2020-07-23,Sindhuli,Rainy
19603,2020-07-24,Sindhuli,Rainy
19604,2020-07-25,Sindhuli,Rainy
19605,2020-07-26,Sindhuli,Rainy
19606,2020-07-27,Sindhuli,Rainy
19607,2020-07-28,Sindhuli,Rainy
19608,2020-07-29,Sindhuli,Rainy
19609,2020-07-30,Sindhuli,Rainy
19610,2020-07-31,Sindhuli,Rainy
19611,2020-08-01,Sindhuli,Rainy
19612,2020-08-02,Sindhuli,Rainy
19613,2020-08-03,Sindhuli,Rainy
19614,2020-08-04,Sindhuli,Rainy
19615,2020-08-05,Sindhuli,Rainy
19616,2020-08-06,Sindhuli,Rainy
19617,2020-08-07,Sindhuli,Rainy
19618,2020-08-08,Sindhuli,Rainy
19619,2020-08-09,Sindhuli,Rainy
19620,2020-08-10,Sindhuli,Rainy
19621,2020-08-11,Sindhuli,Rainy
19622,2020-08-12,Sindhuli,Rainy
19623,2020-08-13,Sindhuli,Rainy
19624,2020-08-14,Sindhuli,Rainy
19625,2020-08-15,Sindhuli,Rainy
19626,2020-08-16,Sindhuli,Rainy
19627,2020-08-17,Sindhuli,Rainy
19628,2020-08-18,Sindhuli,Rainy
19629,2020-08-19,Sindhuli,Rainy
19630,2020-08-20,Sindhuli,Rainy
19631,2020-08-21,Sindhuli,Rainy
19632,2020-08-22,Sindhuli,Rainy
19633,2020-08-23,Sindhuli,Rainy
19634,2020-08-24,Sindhuli,Rainy
19635,2020-08-25,Sindhuli,Rainy
19636,2020-08-26,Sindhuli,Rainy
19637,2020-08-27,Sindhuli,Rainy
19638,2020-08-28,Sindhuli,Rainy
19639,2020-08-29,Sindhuli,Rainy
19640,2020-08-30,Sindhuli,Rainy
19641,2020-08-31,Sindhuli,Rainy
19642,2020-09-01,Sindhuli,Rainy
19643,2020-09-02,Sindhuli,Rainy
19644,2020-09-03,Sindhuli,Rainy
19645,2020-09-04,Sindhuli,Rainy
19646,2020-09-05,Sindhuli,Rainy
19647,2020-09-06,Sindhuli,Rainy
19648,2020-09-07,Sindhuli,Rainy
19649,2020-09-08,Sindhuli,Rainy
19650,2020-09-09,Sindhuli,Rainy
19651,2020-09-10,Sindhuli,Rainy
19652,2020-09-11,Sindhuli,Rainy
19653,2020-09-12,Sindhuli,Rainy
19654,2020-09-13,Sindhuli,Rainy
19655,2020-09-14,Sindhuli,Rainy
19656,2020-09-15,Sindhuli,Rainy
19657,2020-09-16,Sindhuli,Cloudy
19658,2020-09-17,Sindhuli,Rainy
19659,2020-09-18,Sindhuli,Rainy
19660,2020-09-19,Sindhuli,Cloudy
19661,2020-09-20,Sindhuli,Rainy
19662,2020-09-21,Sindhuli,Cloudy
19663,2020-09-22,Sindhuli,Cloudy
19664,2020-09-23,Sindhuli,Cloudy
19665,2020-09-24,Sindhuli,Cloudy
19666,2020-09-25,Sindhuli,Cloudy
19667,2020-09-26,Sindhuli,Cloudy
19668,2020-09-27,Sindhuli,Cloudy
19669,2020-09-28,Sindhuli,Cloudy
19670,2020-09-29,Sindhuli,Cloudy
19671,2020-09-30,Sindhuli,Cloudy
19672,2020-10-01,Sindhuli,Cloudy
19673,2020-10-02,Sindhuli,Cloudy
19674,2020-10-03,Sindhuli,Cloudy
19675,2020-10-04,Sindhuli,Cloudy
19676,2020-10-05,Sindhuli,Cloudy
19677,2020-10-06,Sindhuli,Cloudy
19678,2020-10-07,Sindhuli,Cloudy
19679,2020-10-08,Sindhuli,Cloudy
19680,2020-10-09,Sindhuli,Cloudy
19681,2020-10-10,Sindhuli,Cloudy
19682,2020-10-11,Sindhuli,Cloudy
19683,2020-10-12,Sindhuli,Clear
19684,2020-10-13,Sindhuli,Clear
19685,2020-10-14,Sindhuli,Clear
19686,2020-10-15,Sindhuli,Clear
19687,2020-10-16,Sindhuli,Clear
19688,2020-10-17,Sindhuli,Clear
19689,2020-10-18,Sindhuli,Clear
19690,2020-10-19,Sindhuli,Clear
19691,2020-10-20,Sindhuli,Clear
19692,2020-10-21,Sindhuli,Clear
19693,2020-10-22,Sindhuli,Clear
19694,2020-10-23,Sindhuli,Clear
19695,2020-10-24,Sindhuli,Clear
19696,2020-10-25,Sindhuli,Clear
19697,2020-10-26,Sindhuli,Clear
19698,2020-10-27,Sindhuli,Clear
19699,2020-10-28,Sindhuli,Clear
19700,2020-10-29,Sindhuli,Clear
19701,2020-10-30,Sindhuli,Clear
19702,2020-10-31,Sindhuli,Clear
19703,2020-11-01,Sindhuli,Clear
19704,2020-11-02,Sindhuli,Clear
19705,2020-11-03,Sindhuli,Clear
19706,2020-11-04,Sindhuli,Clear
19707,2020-11-05,Sindhuli,Clear
19708,2020-11-06,Sindhuli,Clear
19709,2020-11-07,Sindhuli,Clear
19710,2020-11-08,Sindhuli,Clear
19711,2020-11-09,Sindhuli,Clear
19712,2020-11-10,Sindhuli,Clear
19713,2020-11-11,Sindhuli,Clear
19714,2020-11-12,Sindhuli,Clear
19715,2020-11-13,Sindhuli,Clear
19716,2020-11-14,Sindhuli,Clear
19717,2020-11-15,Sindhuli,Clear
19718,2020-11-16,Sindhuli,Clear
19719,2020-11-17,Sindhuli,Clear
19720,2020-11-18,Sindhuli,Clear
19721,2020-11-19,Sindhuli,Clear
19722,2020-11-20,Sindhuli,Clear
19723,2020-11-21,Sindhuli,Clear
19724,2020-11-22,Sindhuli,Clear
19725,2020-11-23,Sindhuli,Clear
19726,2020-11-24,Sindhuli,Clear
19727,2020-11-25,Sindhuli,Clear
19728,2020-11-26,Sindhuli,Clear
19729,2020-11-27,Sindhuli,Clear
19730,2020-11-28,Sindhuli,Clear
19731,2020-11-29,Sindhuli,Clear
19732,2020-11-30,Sindhuli,Clear
19733,2020-12-01,Sindhuli,Clear
19734,2020-12-02,Sindhuli,Clear
19735,2020-12-03,Sindhuli,Clear
19736,2020-12-04,Sindhuli,Clear
19737,2020-12-05,Sindhuli,Clear
19738,2020-12-06,Sindhuli,Clear
19739,2020-12-07,Sindhuli,Clear
19740,2020-12-08,Sindhuli,Clear
19741,2020-12-09,Sindhuli,Clear
19742,2020-12-10,Sindhuli,Clear
19743,2020-12-11,Sindhuli,Clear
19744,2020-12-12,Sindhuli,Clear
19745,2020-12-13,Sindhuli,Clear
19746,2020-12-14,Sindhuli,Clear
19747,2020-12-15,Sindhuli,Clear
19748,2020-12-16,Sindhuli,Clear
19749,2020-12-17,Sindhuli,Clear
19750,2020-12-18,Sindhuli,Clear
19751,2020-12-19,Sindhuli,Clear
19752,2020-12-20,Sindhuli,Clear
19753,2020-12-21,Sindhuli,Clear
19754,2020-12-22,Sindhuli,Clear
19755,2020-12-23,Sindhuli,Clear
19756,2020-12-24,Sindhuli,Clear
19757,2020-12-25,Sindhuli,Clear
19758,2020-12-26,Sindhuli,Clear
19759,2020-12-27,Sindhuli,Clear
19760,2020-12-28,Sindhuli,Clear
19761,2020-12-29,Sindhuli,Clear
19762,2020-12-30,Sindhuli,Clear
19763,2020-12-31,Sindhuli,Clear
19764,2020-01-01,Solukhumbu,Cloudy
19765,2020-01-02,Solukhumbu,Cloudy
19766,2020-01-03,Solukhumbu,Cloudy
19767,2020-01-04,Solukhumbu,Cloudy
19768,2020-01-05,Solukhumbu,Cloudy
19769,2020-01-06,Solukhumbu,Cloudy
19770,2020-01-07,Solukhumbu,Cloudy
19771,2020-01-08,Solukhumbu,Cloudy
19772,2020-01-09,Solukhumbu,Cloudy
19773,2020-01-10,Solukhumbu,Cloudy
19774,2020-01-11,Solukhumbu,Cloudy
19775,2020-01-12,Solukhumbu,Cloudy
19776,2020-01-13,Solukhumbu,Cloudy
19777,2020-01-14,Solukhumbu,Cloudy
19778,2020-01-15,Solukhumbu,Cloudy
19779,2020-01-16,Solukhumbu,Cloudy
19780,2020-01-17,Solukhumbu,Cloudy
19781,2020-01-18,Solukhumbu,Cloudy
19782,2020-01-19,Solukhumbu,Cloudy
19783,2020-01-20,Solukhumbu,Cloudy
19784,2020-01-21,Solukhumbu,Cloudy
19785,2020-01-22,Solukhumbu,Cloudy
19786,2020-01-23,Solukhumbu,Cloudy
19787,2020-01-24,Solukhumbu,Cloudy
19788,2020-01-25,Solukhumbu,Cloudy
19789,2020-01-26,Solukhumbu,Cloudy
19790,2020-01-27,Solukhumbu,Cloudy
19791,2020-01-28,Solukhumbu,Cloudy
19792,2020-01-29,Solukhumbu,Cloudy
19793,2020-01-30,Solukhumbu,Cloudy
19794,2020-01-31,Solukhumbu,Cloudy
19795,2020-02-01,Solukhumbu,Cloudy
19796,2020-02-02,Solukhumbu,Cloudy
19797,2020-02-03,Solukhumbu,Cloudy
19798,2020-02-04,Solukhumbu,Cloudy
19799,2020-02-05,Solukhumbu,Cloudy
19800,2020-02-06,Solukhumbu,Cloudy
19801,2020-02-07,Solukhumbu,Cloudy
19802,2020-02-08,Solukhumbu,Cloudy
19803,2020-02-09,Solukhumbu,Cloudy
19804,2020-02-10,Solukhumbu,Cloudy
19805,2020-02-11,Solukhumbu,Cloudy
19806,2020-02-12,Solukhumbu,Cloudy
19807,2020-02-13,Solukhumbu,Cloudy
19808,2020-02-14,Solukhumbu,Cloudy
19809,2020-02-15,Solukhumbu,Cloudy
19810,2020-02-16,Solukhumbu,Cloudy
19811,2020-02-17,Solukhumbu,Cloudy
19812,2020-02-18,Solukhumbu,Cloudy
19813,2020-02-19,Solukhumbu,Cloudy
19814,2020-02-20,Solukhumbu,Cloudy
19815,2020-02-21,Solukhumbu,Cloudy
19816,2020-02-22,Solukhumbu,Cloudy
19817,2020-02-23,Solukhumbu,Cloudy
19818,2020-02-24,Solukhumbu,Cloudy
19819,2020-02-25,Solukhumbu,Cloudy
19820,2020-02-26,Solukhumbu,Cloudy
19821,2020-02-27,Solukhumbu,Cloudy
19822,2020-02-28,Solukhumbu,Cloudy
19823,2020-02-29,Solukhumbu,Cloudy
19824,2020-03-01,Solukhumbu,Cloudy
19825,2020-03-02,Solukhumbu,Cloudy
19826,2020-03-03,Solukhumbu,Cloudy
19827,2020-03-04,Solukhumbu,Cloudy
19828,2020-03-05,Solukhumbu,Cloudy
19829,2020-03-06,Solukhumbu,Cloudy
19830,2020-03-07,Solukhumbu,Cloudy
19831,2020-03-08,Solukhumbu,Cloudy
19832,2020-03-09,Solukhumbu,Cloudy
19833,2020-03-10,Solukhumbu,Cloudy
19834,2020-03-11,Solukhumbu,Cloudy
19835,2020-03-12,Solukhumbu,Cloudy
19836,2020-03-13,Solukhumbu,Cloudy
19837,2020-03-14,Solukhumbu,Cloudy
19838,2020-03-15,Solukhumbu,Cloudy
19839,2020-03-16,Solukhumbu,Cloudy
19840,2020-03-17,Solukhumbu,Cloudy
19841,2020-03-18,Solukhumbu,Cloudy
19842,2020-03-19,Solukhumbu,Cloudy
19843,2020-03-20,Solukhumbu,Cloudy
19844,2020-03-21,Solukhumbu,Cloudy
19845,2020-03-22,Solukhumbu,Cloudy
19846,2020-03-23,Solukhumbu,Cloudy
19847,2020-03-24,Solukhumbu,Cloudy
19848,2020-03-25,Solukhumbu,Cloudy
19849,2020-03-26,Solukhumbu,Cloudy
19850,2020-03-27,Solukhumbu,Cloudy
19851,2020-03-28,Solukhumbu,Cloudy
19852,2020-03-29,Solukhumbu,Cloudy
19853,2020-03-30,Solukhumbu,Cloudy
19854,2020-03-31,Solukhumbu,Cloudy
19855,2020-04-01,Solukhumbu,Cloudy
19856,2020-04-02,Solukhumbu,Cloudy
19857,2020-04-03,Solukhumbu,Cloudy
19858,2020-04-04,Solukhumbu,Cloudy
19859,2020-04-05,Solukhumbu,Cloudy
19860,2020-04-06,Solukhumbu,Cloudy
19861,2020-04-07,Solukhumbu,Cloudy
19862,2020-04-08,Solukhumbu,Cloudy
19863,2020-04-09,Solukhumbu,Cloudy
19864,2020-04-10,Solukhumbu,Cloudy
19865,2020-04-11,Solukhumbu,Cloudy
19866,2020-04-12,Solukhumbu,Cloudy
19867,2020-04-13,Solukhumbu,Cloudy
19868,2020-04-14,Solukhumbu,Cloudy
19869,2020-04-15,Solukhumbu,Cloudy
19870,2020-04-16,Solukhumbu,Cloudy
19871,2020-04-17,Solukhumbu,Cloudy
19872,2020-04-18,Solukhumbu,Cloudy
19873,2020-04-19,Solukhumbu,Cloudy
19874,2020-04-20,Solukhumbu,Cloudy
